"","uid_max","visitor_access_level","total_days","missing","other web sites","search engines","social networks","typed/bookmarked","Purchase.IDs","Referrer.Type","product"
"2739","696252130510220825_8720119166368867421",0,1,0,0,0,0,0,"D6020749","typed/bookmarked","Digital Only"
"2740","696327",1,1,0,0,0,0,0,"D5949143","typed/bookmarked","Digital Only"
"2741","696565",1,3,0,0,0,2,0,"D6075382","typed/bookmarked","Digital Only"
"2742","696624",1,1,0,0,0,1,0,"D6075603","search engines","Digital Only"
"2743","696666",1,1,0,0,0,0,0,"D6040495","typed/bookmarked","Digital Only"
"2744","6968037645013490968_3697400075357593359",0,2,0,0,0,2,0,"D6095989","social networks","Digital Only"
"2745","69690",3,5,0,0,1,0,3,"D6074815","typed/bookmarked","Health Pulse"
"2746","697754",3,1,0,0,0,0,0,"D5936339","typed/bookmarked","Health Pulse"
"2747","698278",3,1,0,0,1,0,1,"D6076146","typed/bookmarked","Digital Only"
"2748","6986847027030380988_4716699660245182578",0,2,0,0,0,0,1,"D5941279","missing","Digital Only"
"2749","698806",3,7,1,0,0,0,5,"D6204692","typed/bookmarked","Digital Only"
"2750","7009715709139280544_7640782213268765139",0,2,0,0,1,0,2,"D6320779","search engines","Digital Only"
"2751","7012264787034903000_3004924511458697479",0,1,0,0,0,0,0,"D6029547","typed/bookmarked","Digital and Print"
"2752","7017088891682471362_1061121065815871487",0,2,0,0,0,0,2,"D6165194","typed/bookmarked","Print Only"
"2753","701807",0,1,0,0,0,0,0,"D6312914","typed/bookmarked","Digital Only"
"2754","7024545623055961936_4831098903318660439",0,1,0,0,0,0,0,"D5936441","other web sites","Digital Only"
"2755","703106",1,2,0,0,0,0,1,"D6020782","typed/bookmarked","Digital Only"
"2756","70349",1,2,0,0,0,0,1,"D6308373","typed/bookmarked","Digital Only"
"2757","7054248512939701367_7962848411417725685",0,1,0,0,0,0,0,"D6297681","social networks","Digital Only"
"2758","7059260317776244131_1550011330628711951",0,1,0,0,0,0,0,"D6265149","missing","Print Only"
"2759","707094207563914351_3322714241995285638",0,1,0,0,0,0,0,"D6072683","typed/bookmarked","Digital Only"
"2760","707149",0,1,0,0,1,0,0,"D6296509","typed/bookmarked","Digital Only"
"2761","7075715035739609129_7905162631721153019",0,2,0,0,0,0,1,"D6270236","typed/bookmarked","Print Only"
"2762","708261",0,1,0,0,0,0,0,"D5937761","typed/bookmarked","Print Only"
"2763","7082809341390769727_3888052103874605708",0,2,0,0,2,0,1,"D6027225","search engines","Digital and Print"
"2764","7083945029326857223_230233226829538539",0,2,0,0,0,0,1,"D6270548","typed/bookmarked","Print Only"
"2765","709001",3,20,0,0,0,0,24,"D6183181","missing","Digital and Print"
"2766","709112",1,11,1,12,0,0,2,"D6088450","other web sites","Digital Only"
"2767","709745177768930249_6974546897105971424",0,1,0,0,0,0,0,"D6027619","search engines","Digital and Print"
"2768","709875",1,2,1,0,1,0,1,"D6030587","search engines","Digital Only"
"2769","710563",0,1,0,0,0,0,1,"D6286400","search engines","Digital Only"
"2770","710866",3,12,0,5,1,0,15,"D6055957","typed/bookmarked","Health Pulse"
"2771","7111718858145778998_213652218693891827",0,1,0,0,0,0,0,"D6270976","typed/bookmarked","Print Only"
"2772","7118491820483019445_2752786725180520781",0,1,0,0,0,0,0,"D5921212","typed/bookmarked","Digital Only"
"2773","712160",1,1,0,0,2,0,3,"D6161383","search engines","Digital Only"
"2774","713088",1,1,0,0,0,0,1,"D5947907","missing","Digital Only"
"2775","713836",3,20,0,0,0,0,25,"D6347132","typed/bookmarked","Health Pulse"
"2776","7139864319565005671_5270629732750933698",0,1,0,0,0,0,0,"D6347131","search engines","Digital and Print"
"2777","7143174217676086333_2397452061498180291",0,3,0,0,1,0,1,"D6328953","search engines","Digital Only"
"2778","715337",3,4,1,0,0,0,2,"D6314063","typed/bookmarked","Print Only"
"2779","7159685907981609178_2458211300734367103",0,1,0,0,0,0,0,"D6183294","typed/bookmarked","Print Only"
"2780","716262",1,1,0,0,0,0,0,"D6234354","typed/bookmarked","Digital Only"
"2781","716805",1,1,0,0,0,0,0,"D6020754","typed/bookmarked","Digital Only"
"2782","7168991382723895406_1454565956691165262",0,1,0,0,0,0,0,"D6295056","typed/bookmarked","Digital Only"
"2783","7170906927458540016_3798419475257763523",0,1,0,0,0,0,0,"D6076124","search engines","Digital Only"
"2784","7173555227102454976_7778054176408503962",0,1,0,0,0,0,0,"D6270563","typed/bookmarked","Print Only"
"2785","718096105996505141_8710085995224751523",0,1,0,0,0,0,0,"D6308409","typed/bookmarked","Digital Only"
"2786","7187691654158961353_3739749092698701002",0,1,0,0,0,0,0,"D6270686","typed/bookmarked","Print Only"
"2787","7202716969781530173_7691562278951409092",0,1,0,0,0,0,0,"D6056614","typed/bookmarked","Print Only"
"2788","7204836722430102451_4875793374660601233",0,1,0,0,0,0,0,"D5941393","typed/bookmarked","Digital Only"
"2789","7205937251139135714_3546692506360226808",0,1,0,0,0,0,2,"D5948276","typed/bookmarked","Digital Only"
"2790","7209204436218313273_3028592380174807509",0,1,0,0,0,0,1,"D6026994","other web sites","Digital Only"
"2791","7223565038950681308_9032215991441582927",0,1,0,0,0,0,0,"D6165733","typed/bookmarked","Print Only"
"2792","7229679279535964268_4422967579517321544",0,1,0,0,0,0,0,"D5925558","missing","Digital Only"
"2793","7234232516797823607_9100711725193995607",0,1,0,0,0,0,0,"D6270252","typed/bookmarked","Print Only"
"2794","7236084751453941563_5187610911054602087",0,1,0,0,0,0,0,"D6270500","typed/bookmarked","Print Only"
"2795","724101082801930819_7881341552413413557",0,1,0,0,0,0,0,"D6174250","typed/bookmarked","Print Only"
"2796","7242748860197325354_7780273009784566613",0,2,0,0,0,0,1,"D6226033","typed/bookmarked","Digital and Print"
"2797","7243128908884053068_6246888344848757841",0,1,0,0,0,0,0,"D6227978","typed/bookmarked","Digital Only"
"2798","7243512778330529513_1213208086135988395",0,1,0,0,0,0,0,"D5924007","typed/bookmarked","Digital Only"
"2799","7245895811336345645_3187359713111454649",0,1,0,0,0,0,0,"D5938586","typed/bookmarked","Print Only"
"2800","725275410589572260_2800469017741649720",0,3,0,0,0,0,2,"D6064570","typed/bookmarked","Digital Only"
"2801","7269718500756375399_7013772269190571112",0,1,0,0,0,0,0,"D5938026","typed/bookmarked","Print Only"
"2802","727348289669436285_4617617864814222276",0,3,0,0,0,0,2,"D6309675","typed/bookmarked","Print Only"
"2803","7277699119264367820_3181301486439891959",0,2,1,0,0,0,0,"D6273919","missing","Digital and Print"
"2804","7284924231056114084_6071173127950125280",0,1,0,0,0,0,0,"D5925193","typed/bookmarked","Digital Only"
"2805","7309816065226144918_7194134191301617289",0,2,0,0,0,0,1,"D6323055","search engines","Digital Only"
"2806","7316644217009540803_8699279403564840216",0,1,0,0,0,0,0,"D6030334","typed/bookmarked","Digital Only"
"2807","732025",1,4,0,0,0,0,3,"D6233882","missing","Digital Only"
"2808","732171",3,1,0,0,0,0,1,"D6107603","typed/bookmarked","Digital and Print"
"2809","732329",3,2,1,0,0,0,1,"D6314109","other web sites","Print Only"
"2810","732460",3,15,0,0,0,0,15,"D6313484","typed/bookmarked","Digital Only"
"2811","732905",3,3,0,0,0,0,4,"D5936442","typed/bookmarked","Digital Only"
"2812","7342859627260839974_9117263162436600072",0,1,0,0,0,0,0,"D5936699","typed/bookmarked","Digital and Print"
"2813","7347141203420839999_54323121924898039",0,1,0,0,0,0,0,"D6264843","typed/bookmarked","Print Only"
"2814","7358607552139954198_187823569227903695",0,1,0,0,0,0,1,"D6043626","search engines","Health Pulse"
"2815","736209362803742389_114330276809643983",1,1,0,0,0,0,0,"D5936404","typed/bookmarked","Digital and Print"
"2816","7363281547607601370_2158844785482378281",0,1,0,0,0,0,0,"D6313850","typed/bookmarked","Print Only"
"2817","7370565013206432745_7405024112945508211",0,10,1,0,0,0,10,"D6313256","typed/bookmarked","Print Only"
"2818","737640",0,1,0,0,0,0,0,"D6043258","typed/bookmarked","Digital Only"
"2819","7383016371977271305_5038117703295739397",0,2,0,0,0,0,1,"D6026522","typed/bookmarked","Digital and Print"
"2820","7384616201484934977_5317421859876062410",0,1,0,0,0,0,0,"D5936569","typed/bookmarked","Digital and Print"
"2821","738774",1,1,0,0,0,0,0,"D6176140","search engines","Digital Only"
"2822","738841358502955074_2361346516427500082",0,3,0,0,0,0,3,"D6108432","missing","Digital and Print"
"2823","7393044229120555976_3487788877442015101",0,1,0,0,0,0,1,"D5917121","search engines","Digital Only"
"2824","7394641843439384853_6609375451974910762",0,2,0,0,0,0,1,"D6297578","typed/bookmarked","Digital Only"
"2825","7397090320347356695_5039868464749904010",0,1,0,0,0,0,0,"D6073671","search engines","Digital Only"
"2826","7418716465744489583_2276609906584306747",0,1,0,0,0,0,0,"D6335304","missing","Digital Only"
"2827","7420736221032103950_8771143774817480716",0,1,0,0,0,0,0,"D6030510","missing","Digital Only"
"2828","742483",3,12,2,0,2,0,15,"D6269557","typed/bookmarked","Digital and Print"
"2829","7429239790249757386_1218511639562743821",0,1,0,0,0,0,0,"D6041946","search engines","Digital and Print"
"2830","7429280029768369265_6255966388712826380",0,4,1,0,1,0,1,"D6264485","typed/bookmarked","Digital Only"
"2831","7436713377649657734_2927087516464700642",0,1,0,0,0,0,0,"D6296140","typed/bookmarked","Digital Only"
"2832","7443696988911741687_8983384212128117140",0,2,0,0,0,0,2,"D5937619","missing","Digital Only"
"2833","744537",0,1,0,0,0,0,0,"D5939907","typed/bookmarked","Digital and Print"
"2834","744649",1,10,0,0,0,0,9,"D6249561","typed/bookmarked","Digital Only"
"2835","7453540447295198681_1972857111981069859",0,1,0,0,0,0,0,"D6003053","typed/bookmarked","Digital Only"
"2836","745622",1,1,0,0,0,0,0,"D6072974","typed/bookmarked","Digital Only"
"2837","745716",1,2,0,0,0,0,1,"D5949208","typed/bookmarked","Digital Only"
"2838","7459603917064026710_1553650143136906057",0,1,0,0,0,0,0,"D6043690","other web sites","Digital Only"
"2839","746099",3,3,0,0,0,0,2,"D6323044","typed/bookmarked","Digital Only"
"2840","7462937339460527152_822536050483318132",0,1,0,0,0,0,0,"D5917272","typed/bookmarked","Digital and Print"
"2841","7467398745047400778_1117450694323473777",0,3,0,0,0,0,2,"D6102771","missing","Digital Only"
"2842","7467485387926210255_6734194799020583168",0,3,0,1,0,0,2,"D6313818","other web sites","Print Only"
"2843","746941",3,1,0,0,0,0,0,"D5937694","typed/bookmarked","Digital Only"
"2844","747026",3,50,3,0,7,0,69,"D6334620","typed/bookmarked","Digital and Print"
"2845","748309067193457735_4242453229436096298",0,2,0,0,0,0,1,"D6003039","typed/bookmarked","Digital Only"
"2846","7491042198882114474_8277554707419926259",0,2,0,1,0,0,0,"D6056418","typed/bookmarked","Print Only"
"2847","749399",3,2,0,0,0,0,2,"D6297513","other web sites","Digital Only"
"2848","750135",3,5,0,0,0,0,4,"D5940159","typed/bookmarked","Digital and Print"
"2849","750171",3,2,0,0,0,0,2,"D5947949","other web sites","Digital Only"
"2850","750348",3,1,0,0,0,0,0,"D6323550","typed/bookmarked","Digital Only"
"2851","7505517910928764323_723167367875869443",0,8,0,0,0,0,8,"D6270921","typed/bookmarked","Print Only"
"2852","751058",0,1,0,0,0,0,0,"D6314585","missing","Digital Only"
"2853","7511161312869120766_248259282345871063",0,1,0,0,0,0,0,"D6109063","typed/bookmarked","Digital and Print"
"2854","751916",0,1,0,0,0,0,0,"D6002954","typed/bookmarked","Digital Only"
"2855","752221",1,1,0,0,0,0,0,"D5925393","search engines","Digital Only"
"2856","752286",3,10,1,0,3,0,13,"D6089163","missing","Digital and Print"
"2857","752400",1,3,0,0,0,0,2,"D6027622","typed/bookmarked","Digital Only"
"2858","7524155390871866370_8757801108778221322",0,2,0,0,1,0,0,"D6040028","search engines","Digital Only"
"2859","7528285473726357729_6588062536839946476",0,1,0,0,0,0,0,"D6313511","typed/bookmarked","Print Only"
"2860","753413",3,8,0,0,0,0,9,"D6027022","typed/bookmarked","Digital and Print"
"2861","753487",3,4,0,0,0,0,5,"D6043209","typed/bookmarked","Digital Only"
"2862","753531",1,1,0,0,0,0,1,"D6171829","typed/bookmarked","Digital Only"
"2863","7540689303659050612_1322101568324390921",0,2,0,0,0,0,2,"D6287601","typed/bookmarked","Digital Only"
"2864","7543215777369081024_488965181670409350",0,8,0,0,0,0,7,"D6287932","typed/bookmarked","Print Only"
"2865","7543423765897862059_8496836905948936054",0,2,0,1,1,1,0,"D6154399","typed/bookmarked","Digital Only"
"2866","754514",3,30,0,7,20,0,12,"D6309033","search engines","Digital Only"
"2867","7557519749231594070_7993098883196369047",0,3,0,0,0,0,2,"D6344648","typed/bookmarked","Digital Only"
"2868","756117",1,6,0,0,0,6,0,"D6333825","social networks","Digital Only"
"2869","7567814896875059444_1176883957762940887",0,1,0,0,0,0,0,"D6074945","typed/bookmarked","Print Only"
"2870","7569026461323065274_1794416074538377214",0,1,0,0,0,0,0,"D6271319","typed/bookmarked","Digital Only"
"2871","7577060237896482952_5376079082636779744",0,1,0,0,0,0,0,"D6161755","typed/bookmarked","Print Only"
"2872","757795",0,1,0,0,0,0,0,"D6075686","typed/bookmarked","Digital Only"
"2873","7578326536141559627_1439405446122566728",0,1,0,0,0,0,1,"D6020897","search engines","Digital Only"
"2874","758134",3,20,8,0,0,0,22,"D6270352","typed/bookmarked","Print Only"
"2875","759466",3,1,0,0,0,0,1,"D6286904","search engines","Digital Only"
"2876","759764",1,1,0,0,0,0,0,"D6274489","typed/bookmarked","Health Pulse"
"2877","7601441699368262388_2238187397475153563",0,1,0,0,0,0,0,"D6333919","missing","Digital Only"
"2878","7606115194621270003_6919994897267112933",0,1,0,0,0,0,0,"D6270952","typed/bookmarked","Print Only"
"2879","761057",3,1,0,0,0,0,0,"D5917141","typed/bookmarked","Digital Only"
"2880","761130",1,1,0,0,0,0,0,"D6074061","typed/bookmarked","Digital Only"
"2881","761562",3,9,0,0,1,0,9,"D6046504","search engines","Digital Only"
"2882","7616403113658744007_8884754687715020826",0,4,0,0,0,0,5,"D5939499","typed/bookmarked","Print Only"
"2883","7619680587240653085_7709346888109869381",0,1,0,0,0,0,0,"D5936381","missing","Digital and Print"
"2884","7621596397973176901_2589383877079037629",0,11,3,10,0,0,2,"D6296134","missing","Digital Only"
"2885","7634347843555184229_5154077280335073220",0,1,0,0,0,0,0,"D6265023","typed/bookmarked","Print Only"
"2886","763607166957929447_4964434267009349326",0,4,3,0,0,0,0,"D6225010","missing","Digital Only"
"2887","763959",3,3,0,0,0,0,3,"D6056600","typed/bookmarked","Digital Only"
"2888","7639947737856562003_6659466025202044441",0,1,0,0,0,0,0,"D5949052","typed/bookmarked","Digital and Print"
"2889","7641193879183496207_1087206507093400599",0,2,0,0,0,0,1,"D6073837","typed/bookmarked","Print Only"
"2890","764779",3,7,0,0,1,0,5,"D6056576","typed/bookmarked","Digital Only"
"2891","764871",1,1,0,0,0,0,0,"D6320780","typed/bookmarked","Digital Only"
"2892","765547",1,1,0,0,1,0,0,"D6329062","missing","Print Only"
"2893","766645",3,41,2,0,2,3,65,"D6270948","typed/bookmarked","Health Pulse"
"2894","767382",0,3,0,0,0,0,2,"D6164396","typed/bookmarked","Print Only"
"2895","767410",1,1,0,0,0,0,1,"D6064499","missing","Digital Only"
"2896","7674614488674997333_2075237415660382633",0,1,0,0,0,0,0,"D6270934","typed/bookmarked","Digital Only"
"2897","7677788141004931015_7384106037535041508",0,1,1,0,0,0,0,"D6346137","missing","Digital Only"
"2898","767796",3,1,0,0,0,0,0,"D6271306","typed/bookmarked","Print Only"
"2899","7682200355551800526_5766812983298535513",0,1,1,0,0,0,0,"D6334217","missing","Health Pulse"
"2900","768296",3,1,0,0,0,0,0,"D6223820","missing","Digital Only"
"2901","7687952675513577191_3403052561568035036",0,1,0,0,0,0,0,"D6273593","typed/bookmarked","Print Only"
"2902","7688187036139441743_4748489188136795287",0,1,0,0,0,0,0,"D5925003","typed/bookmarked","Digital Only"
"2903","769103",1,10,0,0,0,0,10,"D6207728","typed/bookmarked","Digital Only"
"2904","769289",3,1,0,0,0,0,2,"D6043177","search engines","Digital Only"
"2905","770269042544685947_2035962474750970936",0,1,0,0,0,0,0,"D5917153","typed/bookmarked","Digital Only"
"2906","771700",0,1,0,0,0,0,0,"D6058265","typed/bookmarked","Digital Only"
"2907","772091",3,18,2,0,10,0,17,"D6269755","search engines","Digital Only"
"2908","7723055128105973955_3074528786798534533",0,1,0,0,0,0,0,"D6108375","search engines","Digital Only"
"2909","773019",1,2,0,0,0,0,2,"D6264030","search engines","Digital Only"
"2910","7733520682066906725_3712958445513416804",0,1,0,0,0,0,0,"D6003108","missing","Digital Only"
"2911","773365",1,3,1,0,0,0,1,"D6075685","typed/bookmarked","Digital Only"
"2912","773388",1,1,0,0,0,0,0,"D6223897","typed/bookmarked","Digital Only"
"2913","773408",3,4,0,0,3,0,1,"D6251090","missing","Digital Only"
"2914","7735711200823116924_7497468135551829252",0,1,0,0,0,0,0,"D6312936","typed/bookmarked","Print Only"
"2915","773666",3,11,0,1,0,0,12,"D6042060","typed/bookmarked","Digital Only"
"2916","7738064361576485197_2796492897303994202",0,1,0,0,0,0,0,"D6313857","typed/bookmarked","Print Only"
"2917","773899",3,1,0,0,0,0,2,"D6073927","search engines","Health Pulse"
"2918","7739572770056439199_7789674625563343414",0,1,0,0,0,0,0,"D5926384","other web sites","Print Only"
"2919","774915",1,1,0,0,0,0,0,"D6057174","typed/bookmarked","Digital Only"
"2920","7752187407288037292_185682956430413737",0,1,0,0,0,0,0,"D6283961","missing","Digital Only"
"2921","7753952290416258372_6263022777931481325",0,1,0,0,0,0,0,"D6273887","typed/bookmarked","Print Only"
"2922","7774764132758910740_7376981358308496403",0,1,0,0,0,0,0,"D6313859","typed/bookmarked","Print Only"
"2923","777671",0,1,0,0,0,0,0,"D6095052","search engines","Digital Only"
"2924","77883146314591672_7731905613130080394",0,1,0,0,0,0,0,"D6244561","other web sites","Digital Only"
"2925","7801654451227848855_6721235177324757962",0,1,2,0,0,0,1,"D6313592","missing","Digital Only"
"2926","780284",1,1,0,0,0,0,0,"D6329837","typed/bookmarked","Digital Only"
"2927","7809947454345970510_9021875154540453365",0,1,0,0,0,0,0,"D6043512","typed/bookmarked","Digital Only"
"2928","781121",3,1,0,0,0,0,1,"D6001298","search engines","Digital Only"
"2929","7814734893759397429_4804803316571293652",0,1,0,0,0,0,0,"D6234410","typed/bookmarked","Digital Only"
"2930","7820303457081624980_4209630352453982256",0,1,0,0,0,0,0,"D5971095","typed/bookmarked","Digital Only"
"2931","7821125084409138191_876536186515850985",0,1,0,0,0,0,0,"D6309123","typed/bookmarked","Health Pulse"
"2932","782177",0,1,0,0,0,0,0,"D5939284","typed/bookmarked","Digital and Print"
"2933","783141251627514480_4018741019868671319",0,1,0,0,0,0,1,"D5937829","missing","Print Only"
"2934","7831728427472521265_5685204658924894178",0,3,0,0,0,2,0,"D6297361","social networks","Digital Only"
"2935","7832444035056833404_9094844573262961467",0,1,0,0,0,0,0,"D5938163","search engines","Digital Only"
"2936","783743",3,20,0,0,0,0,31,"D6226996","search engines","Digital and Print"
"2937","7839924360230095653_1999411880556860020",0,1,0,0,0,0,0,"D6096113","typed/bookmarked","Digital Only"
"2938","7840163823816850236_4641507933086461615",0,1,0,0,1,0,0,"D6273722","typed/bookmarked","Digital Only"
"2939","7842444417477052337_7901273272352111143",0,1,0,0,0,0,0,"D6108781","typed/bookmarked","Digital Only"
"2940","7849416606775997083_5658453812703044336",0,1,0,0,0,0,0,"D6335625","social networks","Digital Only"
"2941","7852808106066572413_8183497492443593768",0,2,0,0,0,0,1,"D6270532","typed/bookmarked","Print Only"
"2942","785365",1,1,0,0,1,0,1,"D5917242","typed/bookmarked","Digital and Print"
"2943","7858801828016953910_5548975637876075424",0,1,0,0,0,0,0,"D6017623","missing","Digital Only"
"2944","785953",3,7,1,0,1,1,5,"D6313199","missing","Health Pulse"
"2945","7863802603189012736_1834250919195135511",0,1,0,0,0,0,0,"D5938249","typed/bookmarked","Digital Only"
"2946","787526",3,14,0,0,0,0,19,"D6347540","typed/bookmarked","Digital Only"
"2947","787736",3,1,0,1,0,0,0,"D6226442","search engines","Digital Only"
"2948","788154",1,1,0,0,0,0,0,"D6154197","typed/bookmarked","Digital Only"
"2949","789117",3,2,0,0,0,0,1,"D6109706","typed/bookmarked","Digital Only"
"2950","789232",0,1,0,0,0,0,0,"D6273765","typed/bookmarked","Digital Only"
"2951","789439",0,1,0,0,0,0,0,"D6295228","missing","Digital Only"
"2952","7895778467269846548_2828691558726915003",0,1,0,0,0,0,0,"D6064443","missing","Digital Only"
"2953","789778",1,2,0,0,0,1,0,"D5917703","social networks","Digital Only"
"2954","7899782738337198510_4899681880169265761",0,1,0,0,0,0,0,"D6056403","typed/bookmarked","Print Only"
"2955","790761",1,1,0,0,0,0,0,"D5948105","other web sites","Digital Only"
"2956","7908287239791493849_2386114139865475299",0,3,0,0,0,0,2,"D6183306","typed/bookmarked","Print Only"
"2957","7908720023928328412_3994861541957771764",0,1,0,0,0,0,0,"D6270273","typed/bookmarked","Print Only"
"2958","791156",1,2,0,0,0,0,1,"D6108870","typed/bookmarked","Digital Only"
"2959","791198",0,1,0,0,0,0,0,"D5936344","typed/bookmarked","Digital Only"
"2960","7919123637535180723_6310351041802682121",0,1,0,0,0,0,0,"D6258475","other web sites","Digital Only"
"2961","7922443066526561617_3402403995598741208",0,1,0,0,0,0,0,"D6030487","typed/bookmarked","Digital Only"
"2962","792253",1,4,0,0,0,0,3,"D6090204","typed/bookmarked","Digital Only"
"2963","7923798865666453631_8062400706979161184",0,1,0,0,0,0,0,"D5937897","typed/bookmarked","Print Only"
"2964","792465",1,6,0,0,0,1,5,"D6078609","typed/bookmarked","Digital Only"
"2965","7927649255706278499_7392012112513686922",0,3,0,0,0,0,3,"D6073128","typed/bookmarked","Digital and Print"
"2966","7928577370189990883_8719121707857154353",0,2,0,0,0,0,1,"D5939121","typed/bookmarked","Digital Only"
"2967","793686",3,8,0,0,0,3,9,"D6320788","typed/bookmarked","Digital Only"
"2968","7943298052743303098_7532054150468015029",0,2,0,0,0,0,1,"D6294945","typed/bookmarked","Digital Only"
"2969","794432",0,1,0,0,0,0,0,"D6027950","typed/bookmarked","Digital Only"
"2970","7944818620211207562_932714826096671760",0,3,0,0,0,0,2,"D6075150","missing","Print Only"
"2971","795079",3,4,0,0,0,0,4,"D6264344","typed/bookmarked","Digital Only"
"2972","7957584051772761372_7045945484123813522",0,3,0,0,1,0,2,"D6026944","typed/bookmarked","Digital Only"
"2973","7961432766312695338_2040097148673779996",0,1,0,0,0,0,0,"D6074712","search engines","Digital Only"
"2974","7961657742831262894_2315413089956845983",0,1,0,0,0,0,0,"D6072977","typed/bookmarked","Digital Only"
"2975","7964790335742839344_7687216785933163355",0,1,0,0,0,0,0,"D5937833","typed/bookmarked","Print Only"
"2976","796661207715534377_2165416275670308975",0,14,0,0,0,0,15,"D6313822","typed/bookmarked","Print Only"
"2977","797117",3,78,3,11,60,14,116,"D6322098","search engines","Digital Only"
"2978","7978213947328531937_3878958179469189099",0,1,0,0,0,0,0,"D6270885","typed/bookmarked","Print Only"
"2979","800784",3,1,0,0,0,0,0,"D5948623","search engines","Digital Only"
"2980","8012423923272042899_6689434337773121741",0,1,0,0,0,0,1,"D6287633","missing","Health Pulse"
"2981","8012684698150278950_5180955418595691179",0,1,0,0,0,0,0,"D6165603","typed/bookmarked","Print Only"
"2982","8018268056959706703_5224261581022313190",0,1,0,0,0,0,0,"D6297165","typed/bookmarked","Digital and Print"
"2983","801837",1,1,0,0,0,0,1,"D5939285","typed/bookmarked","Digital Only"
"2984","802271",3,1,0,0,0,0,0,"D6030321","typed/bookmarked","Digital and Print"
"2985","802715",1,2,0,0,0,1,1,"D6183084","social networks","Health Pulse"
"2986","8030853175526620593_560871171687767445",0,1,0,0,0,0,0,"D6274028","typed/bookmarked","Digital Only"
"2987","803184",1,1,0,0,0,0,0,"D6314843","typed/bookmarked","Digital Only"
"2988","8036315703386524298_6975942625690548301",0,1,0,0,0,0,0,"D6057585","typed/bookmarked","Digital Only"
"2989","8037474408638337047_5234402034524354482",0,1,0,0,0,0,0,"D6014704","search engines","Digital Only"
"2990","804598",1,2,0,0,1,0,1,"D6320502","search engines","Digital Only"
"2991","804687",3,1,0,0,0,0,0,"D6225647","typed/bookmarked","Digital Only"
"2992","804695",1,1,0,0,0,0,0,"D6075033","search engines","Digital Only"
"2993","805156",3,5,0,0,0,0,5,"D6224115","typed/bookmarked","Digital and Print"
"2994","8069675382778657086_4801181364135507135",0,2,0,0,0,0,1,"D6204622","typed/bookmarked","Digital Only"
"2995","8072608726997157044_220146311518386825",0,1,0,0,0,0,1,"D6294992","search engines","Digital Only"
"2996","808478",1,1,0,0,0,0,1,"D5936791","search engines","Digital Only"
"2997","8085174253020202686_47574398074479592",0,1,0,0,0,0,0,"D5938443","other web sites","Print Only"
"2998","808545",1,1,0,0,0,0,0,"D6075190","typed/bookmarked","Digital Only"
"2999","8089978809911357286_2926110655078171609",0,1,0,0,0,0,0,"D5917559","other web sites","Digital Only"
"3000","8091766709906084809_5362960362763842119",0,1,0,0,0,0,0,"D6235450","typed/bookmarked","Digital Only"
"3001","809497",3,39,0,0,0,0,57,"D6244563","typed/bookmarked","Digital and Print"
"3002","8096567356765543324_4753537122709739361",0,2,0,0,0,0,1,"D5925319","typed/bookmarked","Digital Only"
"3003","8097113050711692396_2878322705229222387",0,4,0,1,0,0,3,"D6246760","typed/bookmarked","Digital Only"
"3004","809731",3,4,2,0,0,0,1,"D6274503","typed/bookmarked","Health Pulse"
"3005","810365",3,9,3,0,1,0,9,"D6075119","search engines","Health Pulse"
"3006","810556",3,8,0,0,0,0,8,"D6041882","typed/bookmarked","Digital Only"
"3007","810809",3,4,0,0,1,0,3,"D6287607","search engines","Digital Only"
"3008","810926",1,3,3,0,0,0,1,"D6335033","typed/bookmarked","Digital Only"
"3009","8109975848095911825_1640313633234290541",0,1,0,0,0,0,0,"D6226430","typed/bookmarked","Health Pulse"
"3010","8113584101197421229_7380943024419732547",0,1,0,0,0,0,0,"D6315043","missing","Digital Only"
"3011","8121599545817516272_9161297332503573646",0,2,0,0,0,0,1,"D6076430","typed/bookmarked","Print Only"
"3012","812218",1,2,0,0,0,1,0,"D6214888","search engines","Digital Only"
"3013","812507",0,1,0,0,0,0,0,"D6269988","search engines","Digital Only"
"3014","812599",3,20,0,0,0,26,1,"D6234474","typed/bookmarked","Digital Only"
"3015","8130994835930551837_6444034106984679875",0,1,0,0,0,0,0,"D6165713","typed/bookmarked","Print Only"
"3016","8134625334396598388_4876509351799227226",0,1,0,0,0,0,0,"D6270819","typed/bookmarked","Print Only"
"3017","813722",1,2,0,0,0,0,2,"D5939721","typed/bookmarked","Digital and Print"
"3018","8137306847319297381_8477203057097720398",0,1,0,0,0,0,0,"D6056856","typed/bookmarked","Print Only"
"3019","813769",3,9,0,0,0,0,11,"D6055449","typed/bookmarked","Health Pulse"
"3020","813937",3,4,1,0,0,0,7,"D6073149","missing","Digital Only"
"3021","813975",0,1,0,0,0,0,0,"D5924053","typed/bookmarked","Digital Only"
"3022","8140137414414117501_4320174866379280963",0,1,0,0,0,0,0,"D6287975","missing","Digital Only"
"3023","814015",0,1,0,0,0,0,0,"D6270904","typed/bookmarked","Digital and Print"
"3024","815006",3,36,1,21,16,0,36,"D6334821","typed/bookmarked","Health Pulse"
"3025","816391",3,4,0,0,0,0,4,"D6103429","typed/bookmarked","Digital Only"
"3026","8165346047468792665_6432922810901587964",0,9,0,0,0,0,9,"D6270575","typed/bookmarked","Print Only"
"3027","816743",1,3,1,0,1,0,1,"D6207635","search engines","Digital Only"
